hillnumber, hillname, region, parent, classification, metres, feet, gridref, gridref10, colgridref, colheight, drop, feature, observations, survey, revision, comments, map50, map25, xcoord, ycoord, latitude, longitude, country, climbed, tumponly,Ma,MaE,Hu,HuE,Tu,Sim,V5,M,MT,F,C,G,D,DT,Hew,N,Dew,DDew,HF,V4,V3,V2,V1,V0,W,WO,B,Sy,Fel,CoH,CoA,CoU,CoL,SIB,sMa,sHu,sSim,s5,s4,Mur,CT,GT,DN,BL,Bg,Y,Cm,T100,xMT,xC,xG,xN,xDT,O,Un,P600,P500
899,"Moruisg","12A",,"Ma,M,Sim","928","3045","NH101499","NH 10117 49927","NH095467","334","594","cairn","tiny cairn 120m NE at NH 10185 50022 is as high; large cairn 315m NE at NH 10292 50191 is at least 2m lower","Abney level","2012-11-10","","25","429 430","210114","849939","57.499712","-5.17063","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
926,"Sgurr na Lapaich","12B",,"Ma,M,Sim","1151","3776","NH161351","NH 16106 35114","NH060287","311","840","large boulder 15m E of trig point","boulder is 1m higher than trig point (NH 16090 35111)","Abney level","2014-12-12","","25","430","216103","835125","57.369311","-5.059726","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
927,"An Riabhachan","12B",,"Ma,M,Sim","1129","3704","NH133344","NH 13366 34471","NH152344","827","302","large cairn","NE top (NH 13828 34751) is about 4m lower","Abney level","2012-03-28","","25","430","213363","834482","57.362429","-5.104728","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
931,"An Socach","12B",,"Ma,M,Sim","1069","3507","NH100332","NH 10064 33263","NH111334","862","207","trig point","","obvious summit","2014-12-12","","25","429 430","210061","833274","57.350229","-5.158603","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
936,"Carn nan Gobhar","12B",,"Ma,M,Sim","993","3258","NH181343","NH 18191 34351","NH171347","796","197","cairn","large cairn 260m SSE at NH 18304 34113 is several metres lower","Abney level","2013-12-03","","25","430","218188","834362","57.363304","-5.024544","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
953,"Liathach - Spidean a' Choire Leith","13A",,"Ma,M,Sim","1054.8","3461","NG929579","NG 92937 57958","NG974573","98","957","cairn","","Leica RX1250","2019-08-31","","25","433","192934","857970","57.564197","-5.463609","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
954,"Liathach - Mullach an Rathain","13A",,"Ma,M,Sim","1023.8","3359","NG911576","NG 91191 57677","NG 9225 5743","871.7","152.1","outcrop by cairn","","Leica RX1250","2018-08-02","","25","433","191188","857689","57.560875","-5.492498","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
955,"Beinn Eighe - Ruadh-stac Mor","13A",,"Ma,M,Sim","1010","3314","NG951611","NG 95145 61140","NG934593","378","632","cairn","","obvious summit","2001-10-28","","19","433","195142","861152","57.593735","-5.429454","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
956,"Beinn Eighe - Spidean Coire nan Clach","13A",,"Ma,M,Sim","993","3258","NG966597","NG 96618 59768","NG956595","821","172","cairn","","obvious summit","2012-11-10","","25","433","196615","859780","57.582098","-5.403706","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
957,"Beinn Alligin - Sgurr Mor","13A",,"Ma,M,Sim","986","3235","NG865612","NG 86568 61259","NG925603","385","601","very large cairn","outcrop 10m S is as high as cairn base","Abney level","2003-01-15","","19 24","433","186565","861271","57.590829","-5.572765","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
968,"Beinn Alligin - Tom na Gruagaich","13A",,"Ma,M,Sim","922","3025","NG859601","NG 85961 60141","NG858606","767","155","cairn and trig point on plinth","","","2001-10-28","","19 24","433","185958","860153","57.580519","-5.581912","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
981,"Sgorr Ruadh","13B",,"Ma,M,Sim","960.7","3152","NG959505","NG 95910 50494","NH073587","238","723","rock 4m S of cairn","highest natural rock may be under wind shelter","Leica RX1250","2015-05-07","","25","429","195907","850506","57.498622","-5.407747","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
982,"Maol Chean-dearg","13B",,"Ma,M,Sim","933","3061","NG924499","NG 92409 49899","NG932508","419","514","very large cairn","","","2012-11-10","","25","429","192406","849911","57.491697","-5.465549","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
983,"Beinn Liath Mhor","13B",,"Ma,M,Sim","926","3038","NG964519","NG 96412 51970","NG955512","655","271","large cairn","","","2009-11-20","","25","429","196409","851982","57.512083","-5.400618","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1003,"An Teallach - Bidein a' Ghlas Thuill","14A",,"Ma,M,Sim","1062.6","3486","NH068843","NH 06900 84354","NH093728","306","757","rocks 6m S of trig point","","Abney level/Leica RX1250","2022-07-09","","19","435N","206897","884366","57.807098","-5.25175","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1004,"An Teallach - Sgurr Fiona","14A",1003,"Hu,M,Sim,sMa","1058.7","3473","NH064836","NH 06409 83667","NH 0654 8401","917","141.7","cairn","","obvious summit/Leica RX1250","2020-03-31","","19","435N","206406","883679","57.800726","-5.259443","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1007,"Mullach Coire Mhic Fhearchair","14A",,"Ma,M,Sim","1015.2","3331","NH052735","NH 05208 73496","NH068715","424","591","tiny cairn","","obvious summit/Leica RX1250","2015-09-20","","19","435S","205205","873508","57.708995","-5.271357","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1009,"Sgurr Ban","14A",,"Ma,M,Sim","989","3245","NH055745","NH 05584 74542","NH051739","824","165","large cairn","","","2012-11-10","","19","435S","205581","874554","57.718538","-5.265903","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1010,"Slioch","14A",,"Ma,M,Sim","981","3219","NH004690","NH 00470 69061","NH013711","355","626","outcrop 3m S of cairn","rocks to N may be as high","","2020-01-05","Added to Trail 100 list Jan 2020","19","433 435S","200467","869073","57.667148","-5.347061","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
1014,"A' Mhaighdean","14A",,"Ma,M,Sim","967","3173","NH007749","NH 00779 74901","NH021735","525","442","pointed boulder 3m S of cairn","","","2012-12-10","","19","433 435S","200776","874913","57.719653","-5.346721","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1019,"Beinn Tarsuinn","14A",,"Ma,M,Sim","933.8","3064","NH039727","NH 03963 72782","NH 0463 7257","726.7","207.1","cairn on rock","","Abney level/Leica RX1250","2018-09-17","","19","435S","203960","872794","57.702051","-5.291634","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1023,"Ruadh Stac Mor","14A",,"Ma,M,Sim,xC","918.7","3014","NH018756","NH 01856 75643","NH016754","752","167","outcrop 8m S of trig point","previous cairn no longer present","Leica NA730/Leica 530","2016-05-22","","19","433 435S","201853","875655","57.726781","-5.329288","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1040,"Sgurr Mor","14B",,"Ma,M,Sim","1108.9","3638","NH203718","NH 20325 71806","NH127541","195","914","large cairn","","obvious summit/Leica RX1250","2021-02-11","","20","436S","220323","871818","57.700133","-5.016765","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1041,"Sgurr nan Clach Geala","14B",,"Ma,M,Sim","1093","3586","NH184714","NH 18431 71461","NH189721","864","229","cairn","base of cairn is higher than flush bracket of trig point","Abney level","2012-12-10","","20","436S","218428","871473","57.696278","-5.048237","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1042,"Sgurr Breac","14B",,"Ma,M,Sim","999.6","3280","NH158711","NH 15843 71095","NH 1751 7059","548.8","450.8","slab","base of cairn c.30m to WNW at NH 15819 71110 is lower","Abney level/Leica RX1250","2021-02-11","","20","435S 436S","215840","871107","57.691943","-5.09131","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1043,"A' Chailleach","14B",,"Ma,M,Sim","998.6","3276","NH136714","NH 13624 71401","NH 1441 7124","815.6","182.9","cairn on outcrop","","obvious summit/Leica RX1250","2021-02-11","","19","435S","213621","871413","57.693773","-5.128713","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1046,"Beinn Liath Mhor Fannaich","14B",1040,"Hu,M,Sim","954","3130","NH219724","NH 21962 72398","NH216722","845","109","small cairn","","obvious summit","2009-11-20","","20","436S","221960","872410","57.706095","-4.989775","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1047,"Meall Gorm","14B",1040,"Hu,M,Sim","949.7","3116","NH221695","NH 22194 69572","NH 2160 7009","837.3","112.3","outcrop 3m N of cairn","","Abney level/Leica RX1250","2021-02-11","","20","436S","222192","869584","57.680837","-4.983801","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1049,"Meall a' Chrasgaidh","14B",1040,"Hu,M,Sim","934","3064","NH184733","NH 18484 73308","NH187727","819","115","cairn","","obvious summit","2009-11-20","","20","436S","218482","873320","57.712866","-5.048742","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1050,"Fionn Bheinn","14B",,"Ma,M,Sim","933","3061","NH147621","NH 14753 62137","NH174648","275","658","trig point","","obvious summit","2022-07-09","","20","435S","214750","862149","57.611148","-5.102696","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1051,"Sgurr nan Each","14B",1041,"Hu,M,Sim","923","3028","NH184697","NH 18467 69757","NH184705","814","109","cairn","cairn 120m N at NH 18479 69877 is about as high","Abney level","2012-12-10","","20","436S","218464","869769","57.681008","-5.04635","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1052,"An Coileachan","14B",1040,"Hu,M,Sim,sMa","924","3031","NH241680","NH 24174 68012","NH 2372 6859","775.7","148.3","flat rock 7m NW of cairn","","obvious summit/Leica RX1250","2020-03-31","","20","436S","224172","868024","57.667625","-4.949498","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1062,"Beinn Dearg","15A",,"Ma,M,Sim","1084","3556","NH259811","NH 25935 81171","NH 2730 7444","274.2","810","large cairn","","","2022-02-06","","20","436N","225933","881183","57.78635","-4.929557","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1063,"Cona' Mheall","15A",,"Ma,M,Sim","978","3209","NH275816","NH 27511 81630","NH268817","813","165","cairn","","","2012-12-10","","20","436N","227509","881642","57.791077","-4.903418","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1064,"Meall nan Ceapraichean","15A",1062,"Hu,M,Sim","977","3205","NH257825","NH 25729 82536","NH263820","851","126","cairn","","","2012-12-10","","20","436N","225727","882548","57.798514","-4.934012","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1066,"Am Faochagach","15A",,"Ma,M,Sim","953","3127","NH303793","NH 30364 79360","NH293823","586","367","cairn","","","2001-10-28","","20","436N 436S","230362","879372","57.771801","-4.853882","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1068,"Eididh nan Clach Geala","15A",,"Ma,M,Sim","927","3041","NH257842","NH 25789 84203","NH265837","761","166","rock by cairn","rock near cairn (NH 25719 84319) 135m NNW is about 1m lower","Abney level","2012-12-10","","20","436N","225787","884215","57.813492","-4.934218","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1069,"Seana Bhraigh","15A",,"Ma,M,Sim","926","3038","NH281878","NH 28183 87872","NH282860","675","251","grass at edge of cliff to E of windshelter","","","2001-10-28","","20","436N","228181","887884","57.84733","-4.89662","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1088,"Ben Wyvis - Glas Leathad Mor","15B",,"Ma,M,Sim","1046","3432","NH462683","NH 46299 68368","NH368825","355","691","trig point","","","2009-06-08","","20","437S","246297","868379","57.678914","-4.57925","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1123,"Ben Hope","16B",,"Ma,M,Sim","927","3041","NC477501","NC 47751 50138","NC488402","155","772","trig point","","","2001-10-28","","9","447N 447S","247750","950151","58.413113","-4.607860","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
1165,"Ben Klibreck - Meall nan Con","16D",,"Ma,M,Sim","962.1","3156","NC585299","NC 58531 29908","NC364331","143","819","large rock 5m E of trig point","rock is 40cm higher than flush bracket","Leica RX1250","2013-03-19","","16","443","258530","929921","58.235202","-4.411130","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1183,"Ben More Assynt","16E",,"Ma,M,Sim,CoH","998","3274","NC318201","NC 31832 20137","NC299079","163","835","quartzite outcrop","cairn c 60m S at NC 31840 20084 is probably lower","","2001-10-28","","15","442E","231830","920150","58.138164","-4.858208","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1184,"Conival","16E",1183,"Hu,M,Sim","987","3238","NC303199","NC 30332 19925","NC 3099 2006","886","101","shelter","","","2017-05-28","","15","442E","230330","919938","58.135689","-4.883497","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1239,"Sgurr Alasdair","17B",,"Ma,M,Sim,SIB","992","3255","NG450207","NG 45007 20771","Sea","","992","rock","","Leica RX1250","2001-10-28","Summit surveyed as 992.0m","32","411","145002","820783","57.206589","-6.224143","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
1240,"Sgurr Dearg - Inaccessible Pinnacle","17B",,"Ma,M,Sim","985.8","3234","NG444215","NG 44409 21552","NG 44787 21380","798.2","187.6","upright boulder","","Leica RX1250","2019-06-24","","32","411","144404","821564","57.213252","-6.234817","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1243,"Sgurr a' Ghreadaidh","17B",1240,"Hu,M,Sim","972.1","3189","NG445231","NG 44530 23114","NG443218","849","123","cairn","","Leica RX1250","2019-03-15","","32","411","144525","823126","57.227313","-6.234425","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1245,"Sgurr na Banachdich [Sgurr na Banachdaich]","17B",1240,"Hu,M,Sim","965","3166","NG440224","NG 44051 22436","NG443227","851","114","cairn","","","2009-11-20","","32","411","144046","822448","57.220972","-6.241638","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1246,"Sgurr nan Gillean","17B",,"Ma,M,Sim","966.1","3170","NG471252","NG 47162 25284","NG453238","761","205","rock by cairn","","Leica RX1250","2019-03-16","Col at NG458240 is 2ft higher on 1965 1:10560 map","32","411","147157","825296","57.248215","-6.193159","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1247,"Bruach na Frithe","17B",1246,"Hu,M,Sim","958.8","3146","NG460251","NG 46089 25187","NG468252","833","126","rock 4m S of trig point","outcrop 100m NE is 2m lower","Abney level/Leica RX1250","2019-06-24","","32","411","146084","825199","57.246752","-6.210794","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1248,"Sgurr Mhic Choinnich","17B",1239,"M,Sim","948.1","3111","NG450210","NG 45025 21031","NG450210","892","56","rock 6m from cairn","","Leica RX1250","2019-03-15","","32","411","145020","821043","57.208928","-6.224112","S","",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,"Sgurr Dubh Mor","17B",1239,"M,Sim","944","3097","NG457205","NG 45765 20533","NG452205","855","89","rock","probably higher than cairn 35m W at NG 45727 20540","Abney level","2001-10-28","","32","411","145760","820545","57.204878","-6.211386","S","",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,"Am Basteir","17B",1246,"M,Sim","934","3064","NG465253","NG 46569 25290","NG465252","885","49","cairn","","obvious summit","2014-06-22","","32","411","146564","825302","57.24794","-6.202966","S","",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,"Blabheinn [Bla Bheinn]","17B",,"Ma,M,Sim","929","3048","NG529217","NG 52995 21731","NG496241","70","859","boulder by cairn 5m W of trig point","","","2019-06-24","","32","411","152990","821743","57.219565","-6.093210","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
1258,"Sgurr nan Eag","17B",1239,"Hu,M,Sim","926.3","3039","NG457195","NG 45710 19524","NG 4541 2016","796","130.3","cairn","","Leica Disto D510/Leica RX1250","2020-03-31","","32","411","145705","819536","57.195810","-6.211264","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1259,"Sgurr a' Mhadaidh","17B",1240,"M,Sim","918","3012","NG447235","NG 44705 23500","NG 4463 2343","845.1","72.9","cairn","","obvious summit/Leica RX1250","2019-03-16","","32","411","144700","823512","57.230869","-6.231931","S","",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,"Ben More (Mull)","17E",,"Ma,M,Sim,SIB","966","3169","NM525330","NM 52582 33069","Sea","","966","OS rivet in centre of large stone shelter","","","2001-10-28","","47 48","375W","152576","733078","56.424829","-6.014015","S","",0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
2925,"Beinn a' Chroin","01C",31,"Hu,M,Sim","941.4","3089","NN387185","NN 38758 18566","NN 3815 1860","804.5","136.9","huge rounded rock","rock 75m ENE at NN 38830 18602 is 1.1m lower","Leica Disto D510/Leica RX1250","2019-08-04","Munro moved from hill 36. See Database Notes","50 56","OL39N 364N","238755","718573","56.331991","-4.609644","S","",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
